Distributor_Date,Distributor,TBL_IB_Serial_or_Order,Family,Model,Cylinders,Lean_or_Rich_Burn,Power_BHP,Branch,Branch_Address,Branch_City,Branch_State,Branch_Country,Owner,Owner_Address,Owner_City,Owner_State,Owner_Country,Owner_Post_Code,Site_Name,Site_Address,Site_City,Site_State,Site_Country,Site_Post_Code,Site_Longitude,Site_Latitude,Region,Engine_Market,Driven_Equipment,Driven_Equipment_Model,Engine_Application,Fuel_Type,LC_Model,Notes,Customer_Tag,Status,Duty,EQUIPMENT_STATUS,RPM,LOAD,Hours_per_Year,Engine_Location_Area,Contact_name,Contact_Email,Phone_Number,Distributor_Maintenance_Agreement?  Yes/No,Engine_Hrs_of_Last_Top_Overhaul,Date_Performed,Engine_Hrs_of_Last_Bottom_Overhaul,Date_Performed_Last,Current_Engine_Hours,Date_Verified,Engine_Modified_Yes_No,If_Yes_please_explain_modification,Other_Distributor_Info,Startup_Year,Special_Notes,INSTALLED_AT,MACHINE_DESCRIPTION,MANUFACTURER,OPERATING_PERCENTAJE,COMMENTS_if_any_OWNER,SpecNo,Service_File _No,CP,Cool_Sys,Date_of_Op_Hrs,Engine_Quantity,Sector,Air_Fuel_Ratio,Catalyst,Compressor,Engine_Facility_Name,Generator_Set,HP,Ignition_Type,Last_Maintenance_Date,Overhaul_Date,Packager,Permit_Number,Permit_Year,Turbocharger_Model,Driven_Equipment1,Fuel_Type1,Line ,JFE_Site_No,Area,TBL_IB_Region1,Startup,Ship_Date,Year,GGO_Region,OraclePartyNumber,Field0,Expr1,Expr2,Expr3,Expr4,Field1
,S&L Energie,G80061/2,VHP,F3521G,,,421,,,,,,"Dr. Johannes Heidenhain GmbH, (Optik & Elektronik) Fridjof-Nansen-Str. 17 in 83301 Traunreut",,,,,,,Dr.-Johannes-Heidenhain-Str. 5,Traunreut,Bayern,Germany,83301,,,Western Europe,,Alternator,,,Diesel  ,VHPF3521G,,,Cont.,,,1000,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VHP,F3521G,G80061/2
,S&L Energie,338798,VHP,L5790G,,,845,,,,,,Südfleisch GmbH Waldkraiburg,,,,,,,Traunreuter Str. 7,Waldkraiburg,Bayern,Germany,84478,,,Western Europe,,Alternator,,,Diesel  ,VHPL5790G,,,Cont.,,,1000,,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VHP,L5790G,338798
,S&L Energie,C-80397/1,VGF,H24GLHCR,,,585,,,,,,Wurzer Umwelt GmbH,,,,,,,Am Kompostwerk 1,Eitting,Bayern,Germany,85462,,,Western Europe,,Alternator,,,Diesel  ,VGFH24GLHCR,,,Cont.,,,1500,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,1999,,,Germany,Germany,S&L Energie,VGF,H24GLHCR,C-80397/1
,S&L Energie,C-80397/2,VGF,H24GLHCR,,,585,,,,,,Wurzer Umwelt GmbH,,,,,,,Am Kompostwerk 1,Eitting,Bayern,Germany,85462,,,Western Europe,,Alternator,,,Diesel  ,VGFH24GLHCR,,,Cont.,,,1500,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,9/20/1999 0:00,1999,,,Germany,Germany,S&L Energie,VGF,H24GLHCR,C-80397/2
,S&L Energie,C-80408/4,VGF,H24GLHCR,,,585,,,,,,Wurzer Umwelt GmbH,,,,,,,Am Kompostwerk 1,Eitting,Bayern,Germany,85462,,,Western Europe,,Alternator,,,Diesel  ,VGFH24GLHCR,,,Cont.,,,1500,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,10/14/1999 0:00,1999,,,Germany,Germany,S&L Energie,VGF,H24GLHCR,C-80408/4
,S&L Energie,C-80722/1,VGF,L36GL,,,880,,,,,,Microsoft Deutschland GmbH,,,,,,,Conrad-Zuse-Str. 1,Unterschleißheim,Bayern,Germany,85716,,,Western Europe,,Alternator,,,Diesel  ,VGFL36GL,,,Cont.,,,1500,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,1/20/2003 0:00,2003,,,Germany,Germany,S&L Energie,VGF,L36GL,C-80722/1
,S&L Energie,C-80723/1,VGF,L36GL,,,880,,,,,,Microsoft Deutschland GmbH,,,,,,,Conrad-Zuse-Str. 1,Unterschleißheim,Bayern,Germany,85716,,,Western Europe,,Alternator,,,Diesel  ,VGFL36GL,,,Cont.,,,1500,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,1/20/2003 0:00,2003,,,Germany,Germany,S&L Energie,VGF,L36GL,C-80723/1
,S&L Energie,G48817,VGF,H24G,,,320,,,,,,Stadtwerke Saulgau,,,,,,,Moosheimer Str. 26-28,Saulgau,B-W,Germany,88348,,,Western Europe,,Alternator,,,Diesel  ,VGFH24G,,,Cont.,,,1500,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VGF,H24G,G48817
,S&L Energie,G48819,VGF,H24G,,,320,,,,,,Stadtwerke Saulgau,,,,,,,Moosheimer Str. 26-28,Saulgau,B-W,Germany,88348,,,Western Europe,,Alternator,,,Diesel  ,VGFH24G,,,Cont.,,,1500,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VGF,H24G,G48819
,S&L Energie,G49184/1,VGF,H24G,,,320,,,,,,Stadtwerke Saulgau,,,,,,,Moosheimer Str. 26-28,Saulgau,B-W,Germany,88348,,,Western Europe,,Alternator,,,Diesel  ,VGFH24G,,,Cont.,,,1500,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VGF,H24G,G49184/1
,S&L Energie,G49184/2 ,VGF,H24G,,,320,,,,,,Stadtwerke Saulgau,,,,,,,Moosheimer Str. 26-28,Saulgau,B-W,Germany,88348,,,Western Europe,,Alternator,,,Diesel  ,VGFH24G,,,Cont.,,,1500,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VGF,H24G,G49184/2 
,S&L Energie,C80352/01,VHP,L7042G,,,1025,,,,,,Stadtwerke Heidenheim,,,,,,,Meeboldstr.1,Heidenheim,B-W,Germany,89518,,,Western Europe,,Alternator,,,Diesel  ,VHPL7042G,,,Cont.,,,1000,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VHP,L7042G,C80352/01
,S&L Energie,C80352/02,VHP,L7042G,,,1025,,,,,,Stadtwerke Heidenheim,,,,,,,Meeboldstr.1,Heidenheim,B-W,Germany,89518,,,Western Europe,,Alternator,,,Diesel  ,VHPL7042G,,,Cont.,,,1000,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VHP,L7042G,C80352/02
,S&L Energie,C-80727/1,VGF,F18GLHCR,,,440,,,,,,Klinikum Hof,,,,,,,Eppenreuther Strasse 9,Hof,Bayern,Germany,95032,,,Western Europe,,Alternator,,,Diesel  ,VGFF18GLHCR,,,Cont.,,,1500,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,2002,,,Germany,Germany,S&L Energie,VGF,F18GLHCR,C-80727/1
,S&L Energie,C-80640/1,VHP,F3521G,,,421,,,,,,Heinz Holding GmbH & Co. KG,,,,,,,Glashüttenplatz 1-7,Kleintettau,Bayern,Germany,96355,,,Western Europe,,Screw-Compr.,,,Diesel  ,VHPF3521G,,,Cont.,,,var.,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,2001,,,Germany,Germany,S&L Energie,VHP,F3521G,C-80640/1
,S&L Energie,C-80695/1,VGF,F18GLHCR,,,440,,,,,,Uponor Verbundrohr GmbH,,,,,,,Am Köhlersgehäu 17,Zella-Mehlis,Thüringen,Germany,98544,,,Western Europe,,Alternator,,,Diesel  ,VGFF18GLHCR,,,Cont.,,,1500,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,2001,,,Germany,Germany,S&L Energie,VGF,F18GLHCR,C-80695/1
,S&L Energie,C-80696/1,VGF,F18GLHCR,,,440,,,,,,Uponor Verbundrohr GmbH,,,,,,,Am Köhlersgehäu 17,Zella-Mehlis,Thüringen,Germany,98544,,,Western Europe,,Alternator,,,Diesel  ,VGFF18GLHCR,,,Cont.,,,1500,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,2001,,,Germany,Germany,S&L Energie,VGF,F18GLHCR,C-80696/1
,S&L Energie,C-80843/1,VGF,H24GLHCR,,,,,,,,,AVU Aktienges. Für Versorgungs-Unternehmen Gevelsberg,,,,,,,An der Drehbank 18,Gevelsberg,NRW,Germany,58285,,,Western Europe,,Alternator,,,Diesel  ,VGFH24GLHCR,,,Cont.,,,1500,,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,2003,,,Germany,Germany,S&L Energie,VGF,H24GLHCR,C-80843/1
,S&L Energie,402402,VHP,L5790G,,,708,,,,,,Landeszentralbank Kiel über IMTEC,,,,,,,Hopfenstrasse 30,Kiel,S-Holstein,Germany,24103,,,Western Europe,,Alternator,,,Diesel  ,VHPL5790G,,,Cont.,,,1000,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VHP,L5790G,402402
,S&L Energie,C-17397/1,VGF,P48GSID,,,1065,,,,,,Airbus Stade,,,,,,,Ottenbecker Damm,Stade,Nieders.,Germany,21684,,,Western Europe,,Alternator,,,Diesel  ,VGFP48GSID,,,Cont.,,,1500,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,2010,,,Germany,Germany,S&L Energie,VGF,P48GSID,C-17397/1
,S&L Energie,C-17397/2,VGF,P48GSID,,,1065,,,,,,Airbus Stade,,,,,,,Ottenbecker Damm,Stade,Nieders.,Germany,21684,,,Western Europe,,Alternator,,,Diesel  ,VGFP48GSID,,,Cont.,,,1500,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,2010,,,Germany,Germany,S&L Energie,VGF,P48GSID,C-17397/2
,S&L Energie,C-17397/3,VGF,P48GSID,,,1065,,,,,,Airbus Stade,,,,,,,Ottenbecker Damm,Stade,Nieders.,Germany,21684,,,Western Europe,,Alternator,,,Diesel  ,VGFP48GSID,,,Cont.,,,1500,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,2010,,,Germany,Germany,S&L Energie,VGF,P48GSID,C-17397/3
,S&L Energie,5283701795,VGF,P48GSID,,,1065,,,,,,Airbus Stade,,,,,,,Airbusstrasse 2,Stade,Nieders.,Germany,21684,,,Western Europe,,Alternator,,,Diesel  ,VGFP48GSID,,,Cont.,,,1500,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VGF,P48GSID,5283701795
,S&L Energie,5283701869,VGF,P48GSID,,,1065,,,,,,Airbus Stade,,,,,,,Airbusstrasse 2,Stade,Nieders.,Germany,21684,,,Western Europe,,Alternator,,,Diesel  ,VGFP48GSID,,,Cont.,,,1500,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VGF,P48GSID,5283701869
,S&L Energie,5283701870,VGF,P48GSID,,,1065,,,,,,Airbus Stade,,,,,,,Airbusstrasse 2,Stade,Nieders.,Germany,21684,,,Western Europe,,Alternator,,,Diesel  ,VGFP48GSID,,,Cont.,,,1500,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Germany,Germany,S&L Energie,VGF,P48GSID,5283701870
,S&L Energie,400633,VHP,P9390GL,,,1980,,,,,,Erdgasspeicher Puchkirchen,,,,,,,Schwarzmoos 28,Gampern,Oberoest.,Austria,4851,,,Western Europe,,Compressor,,,Diesel  ,VHPP9390GL,,,Cont.,,,1000,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,S&L Energie,VHP,P9390GL,400633
,S&L Energie,C-80687/1,VGF,L36GL,,,880,,,,,,Elektra Windisch,,,,,,,Neuhofstr. 10,Windisch,Zurich,Switzerland,5001,,,Western Europe,,Alternator,,,Diesel  ,VGFL36GL,,,Cont.,,,1500,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2001,,,Europe,Europe,S&L Energie,VGF,L36GL,C-80687/1
,S&L Energie,C-80676/1,VGF,H24GLHCR,,,585,,,,,,Elektra Birseck,,,,,,,Kammermattweg,Ettingen,Zurich,Switzerland,4107,,,Western Europe,,Alternator,,,Diesel  ,VGFH24GLHCR,,,Cont.,,,1500,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,6/29/2001 0:00,2001,,,Europe,Europe,S&L Energie,VGF,H24GLHCR,C-80676/1
,Ferox,C-80997/1,VGF,P48GL,,,1175,,,,,,Eko Dolina Sp. z o.o.,,,,,,,"???yce, Al. Parku Krajobrazowego 99",Koleczkowo,,Poland,84-207 ,,,Eastern Europe,,LEROY SOMER,LSA C50.1 S2C6S/4,,Diesel  ,VGFP48GL,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,7/22/2007 0:00,2007,,,Europe,Europe,Ferox,VGF,P48GL,C-80997/1
,Ferox,C-81017/1,VGF,P48GL,,,1175,,,,,,Eko Dolina Sp. z o.o.,,,,,,,"???yce, Al. Parku Krajobrazowego 99",Koleczkowo,,Poland,84-207,,,Eastern Europe,,LEROY SOMER,LSA C50.1 S2C6S/4,,Diesel  ,VGFP48GL,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2007,,,Europe,Europe,Ferox,VGF,P48GL,C-81017/1
,Ferox,C-80998/1,VGF,P48GL,,,1175,,,,,,Eko Dolina Sp. z o.o.,,,,,,,"???yce, Al. Parku Krajobrazowego 99",Koleczkowo,,Poland,84-207,,,Eastern Europe,,LEROY SOMER,LSA C50.1 S2C6S/4,,Diesel  ,VGFP48GL,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2007,,,Europe,Europe,Ferox,VGF,P48GL,C-80998/1
,Ferox,C-80674,VGF,F18GLHCR,,,,,,,,,Miejska Energetyka Cieplna Pi?a Sp. z o.o.,,,,,,,"Szamotu?y, ul. Marii Skodowskiej-Curie 23",Szamotu?y,,Poland,64-500,,,Eastern Europe,,Stamford,HC534C2,,Diesel  ,VGFF18GLHCR,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VGF,F18GLHCR,C-80674
,Ferox,5283700304,VGF,F18GLHCR,,,,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,Jod?ówka,Pruchnik,,Poland,37-559,,,Eastern Europe,,Ariel Compressor,JGJ2,,Diesel  ,VGFF18GLHCR,,,Continuous,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VGF,F18GLHCR,5283700304
,Ferox,5283700300,VGF,F18GLHCR,,,,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,Jod?ówka,Pruchnik,,Poland,37-560,,,Eastern Europe,,Ariel Compressor,JGJ2,,Diesel  ,VGFF18GLHCR,,,Continuous,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VGF,F18GLHCR,5283700300
,Ferox,C-13909/1,VHP,L7042GL,,,1480,,,,,,PGNiG S.A. Oddzia? w Zielonej Górze,,,,,,,"Za??cze, Wodniki ",W?sosz,,Poland,56-210,,,Eastern Europe,,Superior,MW62,,Diesel  ,VHPL7042GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2004,,,Europe,Europe,Ferox,VHP,L7042GL,C-13909/1
,Ferox,C-80385,AT,12VAT,,,3130,,,,,,Investgas S.A.,,,,,,,"Mogilno, Pal?dzie Dolne",Józefowo,,Poland,88-314,,,Eastern Europe,,Ariel Compressor,JGD/2,,Diesel  ,12VAT27GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,AT,12VAT,C-80385
,Ferox,C-80920/1,VGF,P48GL,,,,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,"Me?giew, ?widnik Du?y",Lublin ,,Poland,20-257,,,Eastern Europe,,Stamford,HCI634H,,Diesel  ,VGFP48GL,,,Continuous,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2005,,,Europe,Europe,Ferox,VGF,P48GL,C-80920/1
,Ferox,C-80925/1,VGF,P48GL,,,,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,"Me?giew, ?widnik Du?y",Lublin ,,Poland,20-258 ,,,Eastern Europe,,Stamford,HCI634H,,Diesel  ,VGFP48GL,,,Continuous,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2005,,,Europe,Europe,Ferox,VGF,P48GL,C-80925/1
,Ferox,C-15959/1,VGF,P48GL,,,,,,,,,PGNiG S.A. Oddzia? w Zielonej Górze,,,,,,,"Zielin, Troszyn",Mieszkowice,,Poland,74-505 ,,,Eastern Europe,,Stamford,HC1634H2,,Diesel  ,VGFP48GL,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2008,,,Europe,Europe,Ferox,VGF,P48GL,C-15959/1
,Ferox,C-80691,VGF,F18GLHCR,,,,,,,,,Przedsi?biorstwo Wodoci?gów i Kanalizacji Sp. z o.o.,,,,,,,"G?ogów, ul. Krochmalna 3",G?ogów,,Poland,67-200 ,,,Eastern Europe,,Leroy Sommer,LSA46-1UL,,Diesel  ,VGFF18GLHCR,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VGF,F18GLHCR,C-80691
,Ferox,C-17588/1,VHP,P9390GL,,,1980,,,,,,PGNiG S.A. Oddzia? w Zielonej Górze,,,,,,,"Grodzisk, Snowidowo",Grodzisk Wielkopolski,,Poland,62-065 ,,,Eastern Europe,,Ariel Compressor,JGD/4,,Diesel  ,VHPP9390GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2010,,,Europe,Europe,Ferox,VHP,P9390GL,C-17588/1
,Ferox,C-17588/2,VHP,P9390GL,,,1980,,,,,,PGNiG S.A. Oddzia? w Zielonej Górze,,,,,,,"Grodzisk, Snowidowo",Grodzisk Wielkopolski,,Poland,62-065 ,,,Eastern Europe,,Ariel Compressor,JGD/4,,Diesel  ,VHPP9390GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,10/28/2010 0:00,2010,,,Europe,Europe,Ferox,VHP,P9390GL,C-17588/2
,Ferox,C-17588/3,VHP,P9390GL,,,1980,,,,,,PGNiG S.A. Oddzia? w Zielonej Górze,,,,,,,"Grodzisk, Snowidowo",Grodzisk Wielkopolski,,Poland,62-065 ,,,Eastern Europe,,Ariel Compressor,JGD/4,,Diesel  ,VHPP9390GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2010,,,Europe,Europe,Ferox,VHP,P9390GL,C-17588/3
,Ferox,8706000,VSG,F11GSI,,,250,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,"Dzików, Nowy Dzików",Stary Dzików ,,Poland,37-632 ,,,Eastern Europe,,Dresser Rand Compressor,"3VAF195-200 3,5A VIP 2",,Diesel  ,VSGF11GSI,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VSG,F11GSI,8706000
,Ferox,8707833,VSG,F11GSI,,,250,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,"Dzików, Nowy Dzików",Stary Dzików ,,Poland,37-632,,,Eastern Europe,,Dresser Rand Compressor,3VAF195-200-VIP2,,Diesel  ,VSGF11GSI,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VSG,F11GSI,8707833
,Ferox,8708048,VSG,F11GSI,,,250,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,"Dzików, Nowy Dzików",Stary Dzików ,,Poland,37-632,,,Eastern Europe,,Dresser Rand Compressor,"3VAF195-200 3,5AVIP2",,Diesel  ,VSGF11GSI,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VSG,F11GSI,8708048
,Ferox,8707836,VSG,F11GSI,,,250,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,Kury?ówka,Kury?ówka,,Poland,37-303,,,Eastern Europe,,Dresser Rand Compressor, A-VIP,,Diesel  ,VSGF11GSI,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VSG,F11GSI,8707836
,Ferox,8705779,VSG,F11GSI,,,250,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,"Palikówka, Krasne",Krasne,,Poland,36-007,,,Eastern Europe,,Dresser Rand Compressor,A-VIP,,Diesel  ,VSGF11GSI,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VSG,F11GSI,8705779
,Ferox,8708041,VSG,F11GSI,,,250,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,"Tarnów, ul. Tuchowska 116 A",Tarnów,,Poland,33-100 ,,,Eastern Europe,,Dresser Rand Compressor,A-VIP,,Diesel  ,VSGF11GSI,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VSG,F11GSI,8708041
,Ferox,8708329,VSG,F11GSI,,,250,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,"Tarnów, ul. Tuchowska 116 A",Tarnów,,Poland,33-101,,,Eastern Europe,,Dresser Rand Compressor,A-VIP,,Diesel  ,VSGF11GSI,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VSG,F11GSI,8708329
,Ferox,8708341,VSG,F11GSI,,,250,,,,,,PGNiG S.A. Oddzia? w Sanoku,,,,,,,"Tarnów, ul. Tuchowska 116 A",Tarnów,,Poland,33-102,,,Eastern Europe,,Dresser Rand Compressor,A-VIP,,Diesel  ,VSGF11GSI,,,Continuous,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,Europe,Europe,Ferox,VSG,F11GSI,8708341
,Ferox,C-12073/1,AT,12VAT,,,2590,,,,,,PGNiG S.A. Oddzia? w Zielonej Górze,,,,,,,Wierzchowice ul. Ko?cielna 31,Kro?nice,,Poland,56-320 ,,,Eastern Europe,,Ariel Compressor,JGC/4,,Diesel  ,12VAT27GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,6/17/1999 0:00,1999,,,Europe,Europe,Ferox,AT,12VAT,C-12073/1
,Ferox,C-12073/2,AT,12VAT,,,2590,,,,,,PGNiG S.A. Oddzia? w Zielonej Górze,,,,,,,Wierzchowice ul. Ko?cielna 31,Kro?nice,,Poland,56-320 ,,,Eastern Europe,,Ariel Compressor,JGC/4,,Diesel  ,12VAT27GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,1999,,,Europe,Europe,Ferox,AT,12VAT,C-12073/2
,Ferox,C-12073/3,AT,12VAT,,,2590,,,,,,PGNiG S.A. Oddzia? w Zielonej Górze,,,,,,,Wierzchowice ul. Ko?cielna 31,Kro?nice,,Poland,56-320 ,,,Eastern Europe,,Ariel Compressor,JGC/4,,Diesel  ,12VAT27GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,1999,,,Europe,Europe,Ferox,AT,12VAT,C-12073/3
,Ferox,C-18012/1,VHP,P9390GSI,,,1980,,,,,,Gaz-System S.A.,,,,,,,"Jeleniów, Wykroty, ul. Kolejowa",Nowogrodziec,,Poland,59-728,,,Eastern Europe,,DRESSER RAND,6HOS2,,Diesel  ,VHPP9390GSI,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2011,,,Europe,Europe,Ferox,VHP,P9390GSI,C-18012/1
,Ferox,C-61874/1,VHP,P9390GSI,,,1980,,,,,,Gaz-System S.A.,,,,,,,"Krzywa, Olszanica, powiat Z?otoryja",Zagrodno,,Poland,59-515,,,Eastern Europe,,DRESSER RAND,6HOS2,,Diesel  ,VHPP9390GSI,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,2004,,,Europe,Europe,Ferox,VHP,P9390GSI,C-61874/1
,Ferox,C-17298/1,VHP,L7042GL,,,1480,,,,,,PGNiG S.A. Oddzia? w Zielonej Górze,,,,,,,"Wilków, Gola",Szlichtyngowa,,Poland,67-407 ,,,Eastern Europe,,Dresser Rand Compressor, 5D VIP 2,,Diesel  ,VHPL7042GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,1/30/2010 0:00,2010,,,Europe,Europe,Ferox,VHP,L7042GL,C-17298/1
